,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxAvgDist,idxBoth,idxFlexibility,idxTrio
0.18-20-0.8,0.18,20,0.8,24,78,52,1,0.316770186335404,8.08695652173913,FALSE,0.18-20-0.8,0.2185,0.3486,0.5671,0.692487973545737,-0.191043748745435,-0.0719971547284418,0.0178697730861226,0.0442703051209965,0.0219,0.0125514680261449,0.000623217076763923,499,490,989,52,1041
0.06-20-0.65,0.06,20,0.65,34,88,69,1,0.237885462555066,16.7147950089127,FALSE,0.06-20-0.65,0.1336,0.4314,0.565,0.782572401667667,-0.182534721154726,0.00283788524635694,0.0171733495591017,0.0203508542459352,0.0219,0.00972842056057589,0.00074711584923142,500,487,987,284,1271
0.06-20-0.5,0.06,20,0.5,35,89,70,1,0.230277185501066,17.6697478991597,FALSE,0.06-20-0.5,0.136,0.4286,0.5646,0.780190480032941,-0.18339235905166,2.85723809312145e-05,0.017472692181771,0.0212897579031475,0.0219,0.00972842056057589,0.00074711584923142,501,488,989,250,1239
0.08-20-0,0.08,20,0,34,87,68,1,0.225165562913907,16.2201426024955,FALSE,0.08-20-0,0.1385,0.4236,0.5621,0.782410825243587,-0.184240703697512,-0.00494248214195014,0.0168851214830553,0.022553641208352,0.0219,0.00972842056057589,0.000638995906568805,502,484,986,216,1202
0.2-20-0.8,0.2,20,0.8,22,73,49,1,0.331034482758621,7.18181818181818,FALSE,0.2-20-0.8,0.2206,0.3346,0.5552,0.720266972657466,-0.190769807796633,-0.0828207374121234,0.016557832137034,0.0426349515363085,0.0219,0.0125514680261449,0.000623217076763923,503,481,984,53,1037
0.09-20-0.7,0.09,20,0.7,29,81,63,1,0.260204081632653,11.493842364532,FALSE,0.09-20-0.7,0.1441,0.4082,0.5523,0.79738884886991,-0.185978430052537,-0.019879408667073,0.0182341922509344,0.0244118516251401,0.0219,0.00972842056057589,0.000638995906568805,504,493,997,182,1179
0.18-16-0.75,0.18,16,0.75,23,65,48,1,0.294117647058824,8.55138339920949,FALSE,0.18-16-0.75,0.1544,0.3964,0.5508,0.788565828013271,-0.188612179966414,-0.0309325254375395,0.0208724240500718,0.0545220705083087,0.0199,0.00972842056057589,0.000662991475878953,505,504,1009,45,1054
0.05-16-0.75,0.05,16,0.75,25,66,50,1,0.26530612244898,10.4633333333333,FALSE,0.05-16-0.75,0.1399,0.4043,0.5442,0.821303937066585,-0.184696012510752,-0.0235707878196606,0.0203884570956836,0.0256070124827729,0.0199,0.00735584021313352,0.000875871191293731,506,502,1008,155,1163
0.12-16-0.7,0.12,16,0.7,27,69,51,1,0.242990654205607,11.982905982906,FALSE,0.12-16-0.7,0.1345,0.4085,0.543,0.831027646109419,-0.182861346569543,-0.0195939085044568,0.0212520256064185,0.0244225969987664,0.0199,0.00735584021313352,0.000662991475878953,507,507,1014,181,1195
0.2-16-0.8,0.2,16,0.8,17,55,39,1,0.368421052631579,5.61029411764706,FALSE,0.2-16-0.8,0.167,0.3758,0.5428,0.793851562055574,-0.190903428373935,-0.0493802446211306,0.0216190141754498,0.0742688958331812,0.0161,0.00972842056057589,0.000636856831064011,508,513,1021,30,1051
0.05-24-0.8,0.05,24,0.8,26,90,62,1,0.34304932735426,9.36923076923077,FALSE,0.05-24-0.8,0.1519,0.3901,0.542,0.812016985278723,-0.188037876506769,-0.036690583242314,0.0176483804182953,0.0308217724952133,0.0269,0.00972842056057589,0.000846627974276471,509,489,998,97,1095
0.12-16-0.75,0.12,16,0.75,26,67,49,1,0.256849315068493,11.0661538461538,FALSE,0.12-16-0.75,0.1317,0.4071,0.5388,0.844450661137856,-0.181825218249044,-0.0209243550323107,0.0212795783890965,0.027983775960175,0.0199,0.00735584021313352,0.000662991475878953,510,508,1018,122,1140
0.06-16-0.65,0.06,16,0.65,29,74,56,1,0.237704918032787,13.3288177339901,FALSE,0.06-16-0.65,0.1305,0.4073,0.5378,0.848374318295096,-0.181363012791911,-0.0207345856249927,0.0215680028187451,0.0224660972051281,0.0199,0.00776719590927122,0.00074711584923142,511,511,1022,218,1240
0.14-4-0,0.14,4,0,5,13,7,1,0.6,2.15,FALSE,0.14-4-0,0.1308,0.4014,0.5322,0.861062302267931,-0.181479594694445,-0.026291291468204,0.0401743822011314,0.190935402798047,0.004,0.00227090163190028,0.00453563881578793,512,537,1049,4,1053
0.09-20-0.65,0.09,20,0.65,30,82,64,1,0.251851851851852,12.4494252873563,FALSE,0.09-20-0.65,0.1397,0.3919,0.5316,0.851116893839604,-0.184631829436845,-0.0350557345772853,0.0183400281144909,0.0264964097057188,0.0219,0.00972842056057589,0.000638995906568805,513,494,1007,141,1148
0.08-12-0.65,0.08,12,0.65,23,59,44,1,0.2882096069869,12.0573122529644,FALSE,0.08-12-0.65,0.1224,0.4063,0.5287,0.880711377264028,-0.177949250263012,-0.0216824496187888,0.0248155669407392,0.0567516691666829,0.0135,0.00429651972588583,0.00074711584923142,514,524,1038,42,1080
0.14-20-0.8,0.14,20,0.8,22,74,50,1,0.34375,7.2012987012987,FALSE,0.14-20-0.8,0.2263,0.2936,0.5199,0.808419602785651,-0.189926022848801,-0.111051006176503,0.0205196996369376,0.0723799956776868,0.0219,0.00972842056057589,0.000623217076763923,515,503,1018,33,1051
0.12-16-0,0.12,16,0,29,71,53,1,0.225433526011561,13.85960591133,FALSE,0.12-16-0,0.1303,0.3868,0.5171,0.897723798318172,-0.181284908479395,-0.0396662065601092,0.0216037031092491,0.026142010175902,0.0199,0.0086119241045093,0.000662991475878953,516,512,1028,147,1175
0.09-20-0.75,0.09,20,0.75,28,79,61,1,0.274238227146814,10.5542328042328,FALSE,0.09-20-0.75,0.135,0.3775,0.5125,0.903013020326876,-0.183040200308518,-0.0478997858394599,0.0179941283122155,0.0469814614789147,0.0219,0.00972842056057589,0.000638995906568805,517,491,1008,49,1057
0.16-16-0.75,0.16,16,0.75,25,68,51,1,0.267857142857143,9.28166666666667,FALSE,0.16-16-0.75,0.1523,0.3577,0.51,0.889483193174138,-0.188132512587954,-0.0646588436624271,0.0216279198560574,0.0584265570095998,0.0199,0.00972842056057589,0.000662991475878953,518,514,1032,40,1072
0.06-20-0.8,0.06,20,0.8,19,62,48,1,0.371681415929204,5.76315789473684,FALSE,0.06-20-0.8,0.1474,0.3494,0.4968,0.928160807332169,-0.186899976996092,-0.071361463300705,0.0230935092597836,0.0680777508187912,0.0219,0.00972842056057589,0.000846627974276471,519,516,1035,37,1072
0.09-20-0.5,0.09,20,0.5,31,84,66,1,0.25,13.3268817204301,FALSE,0.09-20-0.5,0.1456,0.3465,0.4921,0.942161897265433,-0.186406580839679,-0.073657098887864,0.0186997156191695,0.0449991765045019,0.0219,0.00972842056057589,0.000638995906568805,520,498,1018,50,1068
0.1-16-0.65,0.1,16,0.65,28,72,54,1,0.25,12.3902116402116,FALSE,0.1-16-0.65,0.1158,0.3752,0.491,0.981256880069938,-0.174772718964726,-0.0499009251888665,0.021358916770826,0.0301825767269998,0.0199,0.00776719590927122,0.000662991475878953,521,509,1030,103,1133
0.05-4-0.75,0.05,4,0.75,6,14,8,1,0.5,3.06666666666667,FALSE,0.05-4-0.75,0.1339,0.3359,0.4698,1.01330911283844,-0.182644267936098,-0.081839993391969,0.0395148361457135,0.173140200081647,0.004,0.00227090163190028,0.00453563881578793,522,536,1058,5,1063
0.08-20-0.8,0.08,20,0.8,20,63,49,1,0.346153846153846,5.83947368421053,FALSE,0.08-20-0.8,0.1525,0.3165,0.469,0.996400591050739,-0.188179436496467,-0.0959419670238873,0.0246368148752195,0.0560022594422206,0.0219,0.00972842056057589,0.000638995906568805,523,521,1044,43,1087
0.07-20-0.8,0.07,20,0.8,19,61,47,1,0.359447004608295,5.76900584795322,FALSE,0.07-20-0.8,0.1432,0.3255,0.4687,1.0062880744841,-0.185714055084773,-0.0895434084860237,0.0229471617618654,0.0729593660675119,0.0219,0.00972842056057589,0.000662991475878953,524,515,1039,32,1071
0.1-12-0.75,0.1,12,0.75,21,54,39,1,0.321428571428571,11.0452380952381,FALSE,0.1-12-0.75,0.1231,0.3413,0.4644,1.04025746458408,-0.178264936054688,-0.0777124955434595,0.0247220528277284,0.030353648792587,0.0135,0.00429651972588583,0.00074711584923142,525,523,1048,101,1149
0.14-16-0.8,0.14,16,0.8,14,44,33,1,0.403361344537815,3.87362637362637,FALSE,0.14-16-0.8,0.1751,0.2847,0.4598,1.00366942570119,-0.1918694801714,-0.116448399501325,0.0311693102968188,0.0681813310480691,0.0135,0.00972842056057589,0.000662991475878953,526,527,1053,36,1089
0.12-12-0.7,0.12,12,0.7,24,58,43,1,0.253164556962025,12.6086956521739,FALSE,0.12-12-0.7,0.129,0.3303,0.4593,1.04690351817641,-0.180769726550708,-0.0860286452712619,0.0246948549164718,0.0316797857710689,0.0135,0.00560761241761488,0.00074711584923142,527,522,1049,84,1133
0.14-12-0.7,0.14,12,0.7,24,60,45,1,0.25,10.9094202898551,FALSE,0.14-12-0.7,0.1175,0.3409,0.4584,1.06314207515736,-0.175626049205562,-0.0780211828288718,0.0265064523505757,0.0299987547783101,0.0135,0.00735584021313352,0.00074711584923142,528,526,1054,104,1158
0.1-20-0.8,0.1,20,0.8,22,69,51,1,0.328301886792453,6.76190476190476,FALSE,0.1-20-0.8,0.1442,0.3053,0.4495,1.05784678582497,-0.186007457423539,-0.103546317006157,0.0242202941742184,0.0527291589249637,0.0219,0.00972842056057589,0.000636856831064011,529,519,1048,47,1095
0.16-16-0.8,0.16,16,0.8,17,54,41,1,0.355932203389831,4.8125,FALSE,0.16-16-0.8,0.1775,0.2667,0.4442,1.04711067584434,-0.192082957162637,-0.126504607741438,0.0327082096906715,0.069699586199405,0.0161,0.00972842056057589,0.000662991475878953,530,534,1064,34,1098
0.12-12-0.75,0.12,12,0.75,23,56,41,1,0.268867924528302,11.6837944664032,FALSE,0.12-12-0.75,0.1181,0.3209,0.439,1.11493315665551,-0.17592133375983,-0.0928453136367503,0.0244164972582703,0.0366908632709371,0.0135,0.00560761241761488,0.00074711584923142,531,520,1051,65,1116
0.1-12-0.7,0.1,12,0.7,23,58,43,1,0.2882096069869,12.0691699604743,FALSE,0.1-12-0.7,0.1073,0.3228,0.4301,1.15300825918912,-0.170124092532312,-0.0914894228538823,0.0252961277577425,0.025217982453829,0.0135,0.00429651972588583,0.00074711584923142,532,525,1057,160,1217
0.18-16-0.8,0.18,16,0.8,18,55,42,1,0.366279069767442,6.51633986928105,FALSE,0.18-16-0.8,0.1669,0.2471,0.414,1.143952716803,-0.190889084997673,-0.136069149913851,0.0321858220891915,0.083351108898326,0.0161,0.00972842056057589,0.000662991475878953,533,530,1063,26,1089
0.1-12-0.85,0.1,12,0.85,10,33,22,1,0.531645569620253,2.71111111111111,FALSE,0.1-12-0.85,0.0755,0.3154,0.3909,1.30949362871867,-0.146243157064059,-0.0967066056784149,0.0472388264282662,0.122412336240289,0.0135,0.00429651972588583,0.000846627974276471,534,549,1083,7,1090
0.2-12-0.75,0.2,12,0.75,19,51,39,1,0.315789473684211,8.2953216374269,FALSE,0.2-12-0.75,0.083,0.2747,0.3577,1.39606035191939,-0.15290986301962,-0.122180468663121,0.0321898188899959,0.0693965893216698,0.0135,0.00735584021313352,0.000662991475878953,535,531,1066,35,1101
0.12-12-0.85,0.12,12,0.85,9,31,20,1,0.582089552238806,2.58333333333333,FALSE,0.12-12-0.85,0.0774,0.2714,0.3488,1.43127574392536,-0.147999739209913,-0.123992800362096,0.0497137033836627,0.148578127887931,0.0135,0.00429651972588583,0.000846627974276471,536,553,1089,6,1095
0.05-12-0.85,0.05,12,0.85,11,36,25,1,0.505263157894737,3.53636363636364,FALSE,0.05-12-0.85,0.0736,0.2683,0.3419,1.45815473408058,-0.144438755300518,-0.125658750690128,0.046737924453338,0.106341183641274,0.0135,0.00429651972588583,0.00242302406932442,537,547,1084,9,1093
0.09-20-0.8,0.09,20,0.8,17,57,44,1,0.391304347826087,5.59191176470588,FALSE,0.09-20-0.8,0.1568,0.1848,0.3416,1.38476406075811,-0.189125418562874,-0.155450666334782,0.0312411819180682,0.0630698720234125,0.0219,0.00972842056057589,0.000638995906568805,538,529,1067,39,1106
0.2-12-0.7,0.2,12,0.7,21,55,43,1,0.28,9.29047619047619,FALSE,0.2-12-0.7,0.078,0.2448,0.3228,1.5121491465645,-0.148544704414664,-0.137091884475815,0.0324171588701199,0.0567997143239345,0.0135,0.00735584021313352,0.000662991475878953,539,533,1072,41,1113
0.12-16-0.8,0.12,16,0.8,17,52,37,1,0.375,4.88970588235294,FALSE,0.12-16-0.8,0.0933,0.2233,0.3166,1.5139236601412,-0.160971236978813,-0.145578483301912,0.0330922080095069,0.0807497664554156,0.0199,0.00735584021313352,0.000662991475878953,540,535,1075,28,1103
0.08-16-0.85,0.08,16,0.85,13,41,28,1,0.461538461538462,3.74358974358974,FALSE,0.08-16-0.85,0.0804,0.2247,0.3051,1.56693826518796,-0.150678760604922,-0.145086821494,0.0467309491939126,0.101067382802098,0.0135,0.00560761241761488,0.000846627974276471,541,546,1087,13,1100
0.07-12-0.85,0.07,12,0.85,12,39,26,1,0.485714285714286,3.62878787878788,FALSE,0.07-12-0.85,0.0636,0.2361,0.2997,1.60773484665366,-0.13410153134002,-0.140763286180268,0.0476866573050589,0.105523404283546,0.0135,0.00429651972588583,0.000846627974276471,542,551,1093,10,1103
0.07-12-0.8,0.07,12,0.8,14,43,30,1,0.421487603305785,5.43406593406593,FALSE,0.07-12-0.8,0.0627,0.2069,0.2696,1.71048800264467,-0.133097469984422,-0.150669097422207,0.0463169863408154,0.0932339466010208,0.0135,0.00429651972588583,0.000846627974276471,543,545,1088,20,1108
0.18-12-0.8,0.18,12,0.8,16,47,34,1,0.401408450704225,6.38333333333333,FALSE,0.18-12-0.8,0.0925,0.1748,0.2673,1.68568720925039,-0.16038755093233,-0.156763254199287,0.0472670265713329,0.084682491756479,0.0135,0.00735584021313352,0.00074711584923142,544,550,1094,25,1119
0.16-12-0.8,0.16,12,0.8,15,46,33,1,0.387755102040816,4.7,FALSE,0.16-12-0.8,0.0809,0.182,0.2629,1.71229031562821,-0.151114266060404,-0.155874033136301,0.0493381142316526,0.0893463488853894,0.0135,0.00735584021313352,0.00074711584923142,545,552,1097,23,1120
0.1-12-0.8,0.1,12,0.8,14,42,29,1,0.421487603305785,5.44505494505495,FALSE,0.1-12-0.8,0.0713,0.1872,0.2585,1.7385027653575,-0.142188726387206,-0.15505398877203,0.0469887135439558,0.0936444262570983,0.0135,0.00429651972588583,0.000846627974276471,546,548,1094,19,1113
0.14-12-0.8,0.14,12,0.8,13,41,30,1,0.428571428571429,3.79487179487179,FALSE,0.14-12-0.8,0.0717,0.1781,0.2498,1.7694045816564,-0.142585299174573,-0.156391787860108,0.0502238535972745,0.101254448936725,0.0135,0.00735584021313352,0.000846627974276471,547,555,1102,12,1114
0.2-12-0.8,0.2,12,0.8,12,39,28,1,0.459459459459459,3.66666666666667,FALSE,0.2-12-0.8,0.0822,0.1592,0.2414,1.79010090891445,-0.152232165145985,-0.157655146313396,0.0500083327800874,0.104729861448335,0.0135,0.00735584021313352,0.000662991475878953,548,554,1102,11,1113
0.06-12-0.8,0.06,12,0.8,13,40,29,1,0.432432432432432,5.33974358974359,FALSE,0.06-12-0.8,0.0635,0.1758,0.2393,1.81725661672046,-0.133990601218061,-0.15665721418185,0.0447974993060237,0.099732811476826,0.0135,0.00429651972588583,0.00242302406932442,549,539,1088,15,1103
0.05-12-0.8,0.05,12,0.8,14,41,30,1,0.403361344537815,6.25824175824176,FALSE,0.05-12-0.8,0.0567,0.1717,0.2284,1.86596648048657,-0.126064166318436,-0.157055475323731,0.0460994246671733,0.101032456689091,0.0135,0.00429651972588583,0.00149804525023526,550,543,1093,14,1107
0.08-16-0.8,0.08,16,0.8,17,53,40,1,0.368715083798883,4.88235294117647,FALSE,0.08-16-0.8,0.071,0.1116,0.1826,2.03173128602773,-0.14188982482812,-0.150161858741086,0.0454298082268059,0.0784951349549374,0.0161,0.00735584021313352,0.000846627974276471,551,542,1093,29,1122
0.05-16-0.8,0.05,16,0.8,17,51,40,1,0.35,5.71323529411765,FALSE,0.05-16-0.8,0.0736,0.0913,0.1649,2.10637594296531,-0.144438755300518,-0.141177795409753,0.0434400463433528,0.074067644585875,0.0161,0.00735584021313352,0.00149804525023526,552,538,1090,31,1121
0.09-16-0.8,0.09,16,0.8,15,48,35,1,0.401408450704225,5.50952380952381,FALSE,0.09-16-0.8,0.0644,0.0875,0.1519,2.16832433815887,-0.134983332572972,-0.139021629707744,0.0461237628400334,0.086000723660262,0.0161,0.00429651972588583,0.000846627974276471,553,544,1097,24,1121
0.06-16-0.8,0.06,16,0.8,16,51,38,1,0.386503067484663,4.8,FALSE,0.06-16-0.8,0.0643,0.0775,0.1418,2.21416227380238,-0.134873653444909,-0.132538909873261,0.0452077456986672,0.0826787871029447,0.0161,0.00735584021313352,0.000846627974276471,554,541,1095,27,1122
0.1-16-0.8,0.1,16,0.8,17,52,39,1,0.368715083798883,4.89338235294118,FALSE,0.1-16-0.8,0.0697,0.0648,0.1345,2.24701760359217,-0.140579867401455,-0.122417037627338,0.0448695555906061,0.0545442565744273,0.0161,0.00735584021313352,0.000662991475878953,555,540,1095,44,1139
